Modifications in Master Proteins,Comparison 1: Group 1 Mean,Comparison 1: Group 2 Mean,Comparison 1: Group 1 v. Group 2 Log2 Fold Change,Comparison 1: Group 1 v. Group 2 P-value,Comparison 1: Group 1 v. Group 2 FDR-adj. P-value,Comparison 1: Group 1 Missing Values,Comparison 1: Group 2 Missing Values,Comparison 1: Group 1 Imputed Values,Comparison 1: Group 2 Imputed Values,Comparison 2: Group 1 Mean,Comparison 2: Group 2 Mean,Comparison 2: Group 1 v. Group 2 Log2 Fold Change,Comparison 2: Group 1 v. Group 2 P-value,Comparison 2: Group 1 v. Group 2 FDR-adj. P-value,Comparison 2: Group 1 Missing Values,Comparison 2: Group 2 Missing Values,Comparison 2: Group 1 Imputed Values,Comparison 2: Group 2 Imputed Values,Sample 126,Sample 127C,Sample 127N,Sample 128C,Sample 128N,Sample 129C,Sample 129N,Sample 130C,Sample 130N,Sample 131C,Sample 131N
Q99MH6 1xPhospho [S46(100)],15.872582586177458,15.94617236440062,-0.07358977822316248,0.5878260351414986,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,16.06543620543905,15.71474802128671,0.3506881841523395,0.0003856889883341966,0.001204841129720723,0 / 6,0 / 5,0 / 6,0 / 5,15.989724846084387,15.938916180251132,16.078683126528585,16.032759765375765,15.689618563049748,15.55069836328372,16.055404775162174,16.085669641163737,15.75678027894294,15.637726720905995,16.150375078319655
P58871 1xPhospho [S783(100)],14.89518773106571,14.985040782854648,-0.0898530517889391,0.7022995466712378,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.67310614812223,15.251538682386823,-0.5784325342645928,0.0012246807729176443,0.0028649771927530413,0 / 6,0 / 5,0 / 6,0 / 5,14.92303735920724,15.356731112955124,14.96305556821315,14.362402209865058,15.286200636733984,15.222396557781918,14.711946961367838,14.338263154505649,15.224069112383834,15.16829599207925,14.73993163557444
P97447 1xPhospho [S98(100)],17.541970611613063,17.932042571020236,-0.3900719594071731,0.5764441899258601,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,18.64267862928016,16.611192949819717,2.0314856794604417,1.4031399160596247e-08,7.25423336602826e-07,0 / 6,0 / 5,0 / 6,0 / 5,18.3780675648699,16.386176415469137,18.54715001894823,18.70656617592284,16.809533449742805,16.510197431007335,18.63412678880577,18.674508853065607,16.753750223535754,16.596307229343573,18.91565237406862
Q5SSZ5 1xPhospho [S745(100)],15.53306940821038,15.677347470788746,-0.1442780625783655,0.5282285560250346,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.886770157991782,15.252906571051065,0.6338635869407163,1.8967543465974185e-05,0.00010544322550439413,0 / 6,0 / 5,0 / 6,0 / 5,15.865781124535408,15.259474247538726,16.057843285536737,15.832598414268226,15.396234203663075,15.4117239145346,15.853961138616375,15.822271491182752,15.190533232316357,15.006567257202573,15.888165493811186
Q9D9V3 1xPhospho [S34(93.8)],15.60912100719221,15.763550863401122,-0.15442985620891214,0.3820696527569123,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.909614456344855,15.402958724417948,0.5066557319269069,2.545931392583883e-06,2.289124399940639e-05,0 / 6,0 / 5,0 / 6,0 / 5,15.817887223733653,15.45069335437418,15.961681754943672,15.83683390512538,15.508434540395628,15.380612381283155,16.01827290397342,15.85617870706076,15.36253287446064,15.312520471576136,15.966832243232243
Q9DAU9 1xPhospho [S1107(86.8)],15.249489697993058,15.172150915111024,0.077338782882034,0.6843180439360463,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.004635714199106,15.465975695663769,-0.46133998146466304,0.0016838747966378804,0.0035752085004590725,0 / 6,0 / 5,0 / 6,0 / 5,15.191763747585131,15.4408021164218,15.195705194396604,14.857962630853187,15.507021564569463,15.413559911775009,14.946630885964252,15.182406456079336,15.55805156030868,15.410443325243888,14.65334537031611
Q8BTM8 1xPhospho [S16(99.9)],14.458573238196465,14.270748707994164,0.18782453020230072,0.6343773647329924,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.940157569671497,14.892847510224124,-0.9526899405526272,0.001942537412234283,0.0039383993808828404,0 / 6,0 / 5,0 / 6,0 / 5,14.573820155890289,14.93959380859845,14.369703227199128,13.691000423315144,15.026676840842368,14.952497569851896,13.862363684352802,13.89405420380542,14.844996064110331,14.700473267717577,13.250003723466188
Q99NG0 1xPhospho [T72(81)],14.580685799878125,14.40542078915291,0.17526501072521583,0.7003785022895495,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.970919243801871,15.137140656444412,-1.1662214126425408,0.0004403237054633114,0.0013235311379333258,0 / 6,0 / 5,0 / 6,0 / 5,14.620741582010895,15.178060293655566,14.364259106854684,13.878169422156631,15.373989937353624,15.285787261768863,13.807148181948012,13.707201600282064,15.033711150049283,14.814154639394728,13.447995569558945
P62717 1xPhospho [T24(100)],15.801391927325005,15.929377940057105,-0.12798601273209975,0.09721147626875655,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.893582361766619,15.81874941872717,0.0748329430394481,0.3584481139801644,0.38052910662781314,0 / 6,0 / 5,0 / 6,0 / 5,15.674654057368883,15.766737707445294,15.998790326784734,15.72361839792608,15.86275344088302,15.740875112955322,15.880643485721157,16.05031530412548,15.871229848223244,15.852150984128976,16.03347259867337
Q61550 1xPhospho [T394(100)],15.348647382535395,15.346394968083265,0.0022524144521298695,0.9867020936447009,0.9992653916049175,0 / 6,0 / 5,0 / 6,0 / 5,15.202269948672347,15.522047888718921,-0.3197779400465741,0.00245702234925735,0.004594879649622701,0 / 6,0 / 5,0 / 6,0 / 5,15.336723791184523,15.5940319520532,15.406146959748686,15.035994842830467,15.580540977576293,15.498191563292831,15.12999408884516,15.245891744611104,15.556424549432045,15.38105040124024,15.058868264814144
Q9D9E0 1xPhospho [T396(100)],14.118969202523976,13.504297811657656,0.6146713908663202,0.43941389025636934,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.021415654064315,14.821362069809245,-1.7999464157449303,0.00637181262708311,0.0092017517547541,0 / 6,0 / 5,0 / 6,0 / 5,14.221322735412832,14.934820527355509,13.98130845817981,12.861533040286584,14.922835976678831,14.789906390975736,12.735876693108956,13.254130893628249,14.807145826551212,14.652101627484935,11.074322103769465
Q6P5F7 2xPhospho [S496(93.1); S/T/Y],16.993406143753585,17.06222119869899,-0.06881505494540363,0.5257686315021464,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,16.992122605144576,17.063761445029797,-0.07163883988522102,0.5084930294547598,0.5310927196527492,0 / 6,0 / 5,0 / 6,0 / 5,16.681765095700065,17.009903616111814,16.79902521937268,16.980835472903173,17.02415495959197,17.003376334253083,17.121873460786553,17.094514692979093,17.091330664617846,17.190041650574265,17.274721689125897
A2A6A1 2xPhospho [S1179(100); S1185(100)],15.312875159272851,15.325118042957717,-0.012242883684866257,0.8996816805350402,0.9740884761657165,0 / 6,0 / 5,0 / 6,0 / 5,15.243667757133535,15.408166925524895,-0.16449916839136058,0.061307556073689866,0.06966155272548936,0 / 6,0 / 5,0 / 6,0 / 5,15.36875668795202,15.504895945451429,15.318971660835588,15.348770802636224,15.52424479748443,15.193425532148051,15.108806338941136,15.110676930329095,15.467543295420292,15.350725057120282,15.20602412210714
O70146 2xPhospho [S439(100); S443(88.7)],16.12157002033373,16.24765895261556,-0.12608893228182794,0.4942674283684819,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,16.418810040451294,15.890970928474488,0.5278391119768067,1.1698021734470877e-06,1.3439727192714319e-05,0 / 6,0 / 5,0 / 6,0 / 5,16.317493221296655,15.892729891406214,16.409771483957407,16.42565757647049,15.888444649082356,15.906061836759385,16.39247604609409,16.388088828437994,15.968229497492812,15.799388767631672,16.579373086451138
Q64151 2xPhospho [S761(100); T775(86.6)],15.038229882230896,14.833272878007344,0.20495700422355156,0.5363331744958135,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.580273483487353,15.382820556499595,-0.8025470730122422,0.00197416715884554,0.003971379070518071,0 / 6,0 / 5,0 / 6,0 / 5,14.893906623027457,15.343212070437422,14.898356687777648,14.51123021848933,15.519212624288242,15.316628530548725,14.639363154555864,14.7257543298061,15.296402036147253,15.438647521076335,13.813029887267714
Q922D4 2xPhospho [T820(100); S824(93.8)],15.52964659156624,15.550272431121595,-0.020625839555355796,0.8662316234122833,0.9696621754069952,0 / 6,0 / 5,0 / 6,0 / 5,15.487815646800216,15.600469564840825,-0.11265391804060876,0.34536917676923384,0.3677772695977217,0 / 6,0 / 5,0 / 6,0 / 5,15.894946680202422,15.630271839446849,15.609420391831229,15.370041273007146,15.736074682485649,15.4470850174539,15.337187996055466,15.340252726638132,15.693634272168728,15.495282012648987,15.375044813066902
Q7TNV0 1xPhospho [S236(88.6)],15.539868758254437,15.183711759977816,0.35615699827662084,0.6093800327845802,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.489183767709141,16.444533748632175,-1.9553499809230335,5.275581230261964e-06,3.981716052621074e-05,0 / 6,0 / 5,0 / 6,0 / 5,15.09924501652536,16.551628612340892,14.917301068355968,14.463125771574962,16.336212674817073,16.45088579919956,14.21732249928885,14.3260695672591,16.535683874176595,16.348257782626753,13.912038683250602
Q69ZA1 1xPhospho [S664(87.1)],14.60989558297694,14.529119873287849,0.08077570968909065,0.7836611312252522,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.234902937557598,14.97911104779106,-0.7442081102334619,0.0005870028735381595,0.0016674751957100468,0 / 6,0 / 5,0 / 6,0 / 5,14.675247967517668,15.059195474927629,14.551315405949955,13.943781037101628,15.015289766934336,14.925570615739485,14.120583327997636,14.183653209780038,15.023574188558651,14.871925192795189,13.934836676998652
Q6P2L6 1xPhospho [S1433(100)],16.921796175615157,16.99300744495239,-0.07121126933723332,0.614144535567054,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,17.11881745276529,16.75658191237223,0.3622355403930584,0.0004611003237716679,0.00137005096201122,0 / 6,0 / 5,0 / 6,0 / 5,16.979910366220697,16.670004669082438,17.010733050859887,17.116706642116636,16.74915330852077,16.701293877816905,17.04870577639956,17.27533779993783,16.874934007924605,16.78752369851642,17.28151108105712
Q921I6 1xPhospho [T22(86)],14.288822517915689,13.944668683913287,0.34415383400240174,0.5939741225876389,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.430648866091651,14.97447706610213,-1.5438282000104788,0.0023627793016782347,0.004482777610890449,0 / 6,0 / 5,0 / 6,0 / 5,14.394976669876195,15.044255481107438,14.16526478054028,13.224855806734665,15.079587795075788,14.974417483234484,13.409326782286918,13.287448696456703,14.9671436010083,14.806980970084638,12.102020460655137
Q8BQS4 1xPhospho [S267(100)],15.52150212648938,15.629070806260653,-0.10756867977127271,0.5887887658517422,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.824252371763821,15.265770511931326,0.5584818598324954,5.473368720291064e-06,4.1010603310006955e-05,0 / 6,0 / 5,0 / 6,0 / 5,15.890540383414358,15.28949829804499,15.717044168338631,15.680972820651148,15.38385851087883,15.258190508611706,15.852723185385209,15.826545053135217,15.214039547042224,15.183265695078878,15.977688619658366
Q9JJT9 1xPhospho [T80(100)],15.092954777892594,15.105606380149093,-0.012651602256498862,0.890479739983598,0.973315064633235,0 / 6,0 / 5,0 / 6,0 / 5,15.038621573478553,15.170806225445943,-0.13218465196739082,0.12357060051722404,0.13665454645434189,0 / 6,0 / 5,0 / 6,0 / 5,15.194624175794852,15.249029818008124,15.122739324436605,14.908758468494858,15.2679054655713,15.153604445613428,15.02367232928874,15.104166766721706,15.235946405314262,14.947544992722598,14.87776837613455
Q8BWY9 1xPhospho [T586(100)],14.513463617732617,14.071365156144072,0.4420984615885448,0.3550800469307279,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.84625621718361,14.872014036802877,-1.0257578196192672,0.013003359144458122,0.016806841694212125,0 / 6,0 / 5,0 / 6,0 / 5,14.552469608373842,15.678980319173585,14.360411870034593,13.67485531574289,14.83220180343372,14.624192718561108,13.505012602293682,14.070175966012233,14.744587564313932,14.480107778532044,12.91461194064442
Q505F5 1xPhospho [S519(98.2)],17.141866544591153,17.042603651760864,0.09926289283028922,0.23121209675194274,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,17.176881936807828,17.000585181100853,0.176296755706975,0.01672990756807018,0.020942765648165336,0 / 6,0 / 5,0 / 6,0 / 5,17.15406158923548,17.050121657545244,17.081289264173062,17.167513900630514,16.980086449679778,17.051037804474515,17.09237564660591,17.334315661523032,16.827531339666617,17.094148654138117,17.231735558678963
Q8VDY9 1xPhospho [S183(100)],17.119934979888736,17.034043967490337,0.08589101239839891,0.3828732921024274,0.9642740717748706,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127C    0
Sample 128C    0
Sample 129C    0
Sample 130C    0
Sample 131C    0
dtype: int64 / 6","Sample ID
Sample 127N    0
Sample 128N    0
Sample 129N    0
Sample 130N    0
Sample 131N    0
dtype: int64 / 5",16.963485143920455,17.221783770652273,-0.25829862673181836,0.00036034859380896535,0.0011521822386958993,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127N    0
Sample 128C    0
Sample 129N    0
Sample 130C    0
Sample 131N    0
dtype: int64 / 6","Sample ID
Sample 127C    0
Sample 128N    0
Sample 129C    0
Sample 130N    0
Sample 131C    0
dtype: int64 / 5",16.922356967838937,17.295651673787276,16.841706227065146,17.001912353921107,17.173655691088808,17.13544839179115,16.93274098759242,17.084136649842748,17.224059254442928,17.280103842151206,16.998057677262366
Q61216 1xPhospho [S686(100)],15.438617749489493,15.267569914527234,0.17104783496225906,0.48545437805200886,0.9642740717748706,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127C    0
Sample 128C    0
Sample 129C    0
Sample 130C    0
Sample 131C    0
dtype: int64 / 6","Sample ID
Sample 127N    0
Sample 128N    0
Sample 129N    0
Sample 130N    0
Sample 131N    0
dtype: int64 / 5",15.06643422603598,15.71419014267145,-0.6477559166354698,0.0002199630068515297,0.0007762517033600058,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127N    0
Sample 128C    0
Sample 129N    0
Sample 130C    0
Sample 131N    0
dtype: int64 / 6","Sample ID
Sample 127C    0
Sample 128N    0
Sample 129C    0
Sample 130N    0
Sample 131C    0
dtype: int64 / 5",15.288192048379347,15.787526894602564,15.270482158098584,14.901545092105527,15.673242952775295,15.737474616291754,14.984081454784713,15.24396023961294,15.699698643742812,15.67300760594482,14.710344363234764
E9Q5F9 1xPhospho [S1862(98)],15.444331950266177,15.42098241458002,0.023349535686156386,0.8401392449906577,0.9649578263711688,0 / 6,0 / 5,0 / 6,0 / 5,15.322409927289284,15.567288842152298,-0.24487891486301372,0.01174182029177995,0.015426991336341126,0 / 6,0 / 5,0 / 6,0 / 5,15.541379781743656,15.541410634713213,15.446353233930862,15.360076195151638,15.60159414582988,15.643949282163028,15.281634159200298,15.074866463365476,15.545180803595308,15.50430934446006,15.230149730343763
Q6EDY6 1xPhospho [T920(100)],14.544822090734021,14.042706537425932,0.502115553308089,0.3836720091826472,0.9642740717748706,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127C    0
Sample 128C    0
Sample 129C    0
Sample 130C    0
Sample 131C    0
dtype: int64 / 6","Sample ID
Sample 127N    0
Sample 128N    0
Sample 129N    0
Sample 130N    0
Sample 131N    0
dtype: int64 / 5",13.716450357383195,15.036752617446922,-1.3203022600637269,0.00580304415883776,0.008565957696472703,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127N    0
Sample 128C    0
Sample 129N    0
Sample 130C    0
Sample 131N    0
dtype: int64 / 6","Sample ID
Sample 127C    0
Sample 128N    0
Sample 129C    0
Sample 130N    0
Sample 131C    0
dtype: int64 / 5",14.616329034209006,15.03808867285419,14.298861339447512,13.87580753972853,15.138353519891751,15.134658833667336,13.58119577988272,13.650539067826603,14.91915266470288,14.95350939611845,12.275969383204789
E9Q5F9 1xPhospho [S1862(90.2)],14.396525772094378,14.179804249792733,0.2167215223016452,0.6185943746916671,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.823993298027437,14.866843218673063,-1.0428499206456259,0.002242272797901664,0.004366308988757666,0 / 6,0 / 5,0 / 6,0 / 5,14.517787148689123,14.97274698065961,14.244451992961702,13.587396758324672,15.005588921312844,14.87305302119979,13.854307142778456,13.7575271271742,14.812183573674185,14.670643596518886,12.982489618236473
Q91VW9 1xPhospho [T136(100)],15.896769891624258,15.75010578814763,0.14666410347662762,0.6446093173945006,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.416068572877657,16.326947370643545,-0.9108787977658874,3.130522126133226e-07,5.010855222718055e-06,0 / 6,0 / 5,0 / 6,0 / 5,15.58537709515,16.2929973637297,15.537557262673367,15.398323724551194,16.435135784389054,16.284523325281235,15.306497182748728,15.425093036450436,16.22777557523477,16.394304804582976,15.243563135692224
P09242 1xPhospho [T115(99.7)],14.750514750612119,14.578780183521072,0.17173456709104684,0.6719579216235316,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.19722653026968,15.242726047931999,-1.0454995176623196,0.00036806068564756387,0.0011606764654847402,0 / 6,0 / 5,0 / 6,0 / 5,14.745660613906663,15.335039808446028,14.64687549251164,13.956856818045573,15.341020122080616,15.307924236391518,14.048634635160964,14.058388318367502,15.130427364226414,15.09921870851542,13.726943303625731
Q3UVX5 1xPhospho [S1185(96.7)],15.643669499333013,15.428549074160525,0.21512042517248808,0.4932724694221835,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.172324506423783,15.9941630656516,-0.8218385592278175,0.00029730299040205084,0.0009948585504068626,0 / 6,0 / 5,0 / 6,0 / 5,15.476116519490589,16.086700487059698,15.461172171378797,15.337305791276457,15.900274248222267,16.081126486864655,15.11598391456918,14.945321435676371,15.96726783048107,15.935446275630309,14.698047206151308
Q6ZQ58 1xPhospho [S824(82.6)],16.28411258444896,16.312510491557134,-0.028397907108175247,0.9149413156466879,0.9789011238106449,0 / 6,0 / 5,0 / 6,0 / 5,16.64223579558647,15.882762638192125,0.7594731573943445,1.7449658172094584e-07,3.922379684770826e-06,0 / 6,0 / 5,0 / 6,0 / 5,16.573840335255362,15.898143718685256,16.53677880602912,16.617136657038895,15.749370740040009,15.961757462047276,16.650998440659016,16.695030926704913,15.845774863226035,15.958766406962049,16.779629607831502
Q6ZQ58 2xPhospho [T822(92.1); S/T/Y],14.429316023875169,13.930990103200259,0.49832592067491,0.32551206530353033,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.702158297048173,14.803579375392653,-1.1014210783444796,0.011779992681054832,0.015456182648411245,0 / 6,0 / 5,0 / 6,0 / 5,14.68915218669952,14.903067528417354,14.240268043926848,13.727468691933485,14.901783870297056,14.82725997170786,13.252846531623344,13.81348456054552,14.770322302593724,14.615463203947268,12.489729767560323
Q6ZQ58 3xPhospho [S824(95.7); S826(82); T833(79)],15.236451732507229,15.089972376068667,0.14647935643856158,0.4333628544740916,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.992635013448703,15.382552438938896,-0.3899174254901929,0.016056716220244346,0.020247127526503234,0 / 6,0 / 5,0 / 6,0 / 5,15.258580752675332,15.360472875365216,15.255161163940311,14.875527638104728,15.407432992367765,15.456864482519604,14.936789163121878,15.129241985841954,15.349969183905364,15.33802266053653,14.500509377008012
Q60949 1xPhospho [S782(100)],14.714261191396908,14.545647842450615,0.16861334894629287,0.630922584470365,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.26919825486199,15.079723366292516,-0.8105251114305254,0.004121890519509924,0.006546904450342951,0 / 6,0 / 5,0 / 6,0 / 5,14.864471014001232,15.160225281534352,14.683502248345176,14.008693060423996,15.269411478009683,15.028703466736792,14.129141279839924,14.306913593681838,15.02371587317852,14.91656073200323,13.622468332879771
P35831 1xPhospho [S632(86.7)],15.089770653953321,14.994465229933041,0.09530542402027997,0.7654453355417178,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.669051424136294,15.499328305713473,-0.8302768815771788,0.00025809245004095196,0.0008836675276236567,0 / 6,0 / 5,0 / 6,0 / 5,14.991194257121176,15.540791185695891,15.061107633497995,14.691805925409088,15.532758144447138,15.499137708788531,14.56346329340578,14.4374541938455,15.545713836776072,15.378240652859732,14.26928324153822
P97820 1xPhospho [S871(86.2)],15.41792872793098,15.117671986262792,0.3002567416681874,0.4755940722893677,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.746502412963485,15.923383564223789,-1.1768811512603037,1.2552927178901973e-05,7.635133354696848e-05,0 / 6,0 / 5,0 / 6,0 / 5,15.118015594123683,16.063462631861853,14.977540672530932,14.723337302004389,15.839178416394672,15.918515294273526,14.613502263524238,14.77197305609408,15.88349298936054,15.912268489228357,14.274645589503583
Q80U72 1xPhospho [S974(98.4)],14.859067316576956,14.549992464130606,0.3090748524463507,0.63605095031037,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.360810572324723,15.147900557233282,-0.7870899849085582,0.21009950685289883,0.2289176923982059,0 / 6,0 / 5,0 / 6,0 / 5,15.560154366220033,14.899069190823129,14.11648666404596,12.974066172258455,15.704513319990191,14.733666400008309,12.877543627913475,15.375376076502342,14.790182181695313,15.612071693649469,15.26123652700808
Q8BNW9 1xPhospho [S107(86.4)],16.117191509313898,15.997039411009945,0.12015209830395257,0.6470182447214284,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.73295306014458,16.458125550013126,-0.7251724898685463,1.550486174678069e-05,8.993764018941936e-05,0 / 6,0 / 5,0 / 6,0 / 5,15.980890561046149,16.324285653713606,15.72519111048414,15.711722517902244,16.5496204795679,16.509720126660234,15.84778534184903,15.648624115337624,16.379095408900366,16.527906081223524,15.483504714248287
Q8K3I9 1xPhospho [S26(99.8)],15.950695156249507,15.85784855734164,0.09284659890786706,0.5223042599958739,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.724736946709918,16.128998408789148,-0.40426146207922997,1.3363863311509583e-05,8.033857362849367e-05,0 / 6,0 / 5,0 / 6,0 / 5,15.880883182145034,16.110556670043355,15.754134993667376,15.795570174279872,16.137169675251783,16.140926999964712,15.60129929729479,15.661768652251151,16.141873439872978,16.114465258812913,15.654765380621267
Q8BZ20 1xPhospho [S273(85.3)],14.653467322147593,14.305852845753517,0.3476144763940763,0.5408132998918587,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.842222250994546,15.279346931137173,-1.4371246801426274,0.0007503262511684552,0.0020314146398117596,0 / 6,0 / 5,0 / 6,0 / 5,14.60935465233812,15.241061423636628,14.482740517635882,13.58363138056659,15.332355525618594,15.329895003060736,13.356824895572936,14.004650455325152,15.341211685411572,15.152211017958336,13.0161316045286
Q91V36 1xPhospho [S20(99.3)],15.269580366437308,15.095664972322197,0.17391539411511125,0.4804401863072858,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.90697256625416,15.530794332541976,-0.6238217662878167,0.0008027954729298844,0.002106828728450509,0 / 6,0 / 5,0 / 6,0 / 5,15.32460059657316,15.686874726722158,14.999688056696632,14.822809212683744,15.690262997107464,15.476904101396046,14.766486901213431,14.92702293197448,15.420659208209958,15.379270629274265,14.601227698383491
Q9EQW6 1xPhospho [T43(98)],16.038307131914035,16.009157408305526,0.029149723608508538,0.8520238668436222,0.9696621754069952,0 / 6,0 / 5,0 / 6,0 / 5,15.856587109262131,16.22722143548781,-0.3706343262256784,0.0023995074476569262,0.004535814809647645,0 / 6,0 / 5,0 / 6,0 / 5,15.780157343750554,16.201397046263402,15.863412006700196,15.832681498619335,16.44809784330761,16.164725010128656,16.04555426458488,15.91159582988782,15.982601214904935,16.339286062834432,15.706121712030011
Q6PGL7 1xPhospho [S798(96.5)],14.389208437648229,14.03335517232107,0.3558532653271591,0.5016992930036486,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.65134836038429,14.918787265037798,-1.267438904653508,0.002553923399340415,0.004741035538452404,0 / 6,0 / 5,0 / 6,0 / 5,14.534887801378773,15.022790492494552,14.204376868758343,13.365443831606196,15.00907910116957,14.905145742764818,13.49782548218084,13.693685248410755,14.843623479525768,14.813297509234276,12.611870929970827
Q03141 1xPhospho [T211(75.2)],15.083205270062152,15.019194144761647,0.0640111253005049,0.5747962148056582,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.124127802284884,14.970087106094372,0.15404069619051164,0.15620720170758098,0.1720109122104779,0 / 6,0 / 5,0 / 6,0 / 5,15.39991698088486,15.03502901565541,15.28895774018084,15.0533728441164,14.987145569488389,15.082291622842655,15.015480908729227,15.135614522304508,14.952962687916312,14.793006634569087,14.851423817493474
O54967 1xPhospho [S102(99.7)],14.074131351376701,13.304824816044587,0.7693065353321149,0.43412774265263043,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,12.794500581467583,14.840381739935529,-2.045881158467946,0.016448750394816573,0.020665866231154722,0 / 6,0 / 5,0 / 6,0 / 5,14.268822251335322,14.9019778881629,13.938056139954783,12.583017936117333,14.99262917356952,14.782873134786229,12.70828434830256,13.301521612554202,14.91785321785476,14.606575285304231,9.967301200541312
P51612 1xPhospho [S93(100)],16.733490008839404,16.782133559234463,-0.04864355039505952,0.6630963710434937,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,16.88656551183052,16.598442955645126,0.2881225561853924,0.0003610319587403011,0.0011521822386958993,0 / 6,0 / 5,0 / 6,0 / 5,16.769362543285474,16.50123730448017,16.86208718750949,16.91135844249607,16.47386095391809,16.636128190443674,16.927232941197122,16.88351980596287,16.681654563015538,16.699333766368156,16.965832150532076
Q9WTU0 1xPhospho [S848(99.8)],17.25895409612146,17.45767344932341,-0.19871935320194822,0.5194007853167952,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,17.746202853358607,16.872974940638834,0.8732279127197735,3.3635971303686705e-06,2.8697209192488957e-05,0 / 6,0 / 5,0 / 6,0 / 5,17.562226250450635,16.849552285098962,17.570004304686,17.816001962896806,16.86300236007519,16.82870707376785,17.924346476387328,17.61650673293527,16.94288271267293,16.880730271579242,17.98813139279559
Q9Z2H5 1xPhospho [T685(84.9)],15.429562757650709,15.261688982186232,0.1678737754644768,0.6866829182593306,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.83505041101652,15.97510379814726,-1.14005338713074,2.5502639713876033e-05,0.0001331804518391304,0 / 6,0 / 5,0 / 6,0 / 5,15.282996620404994,15.944573968187823,15.107413913523605,14.68797432022226,16.118946903279838,15.915371369585085,14.694016011263518,14.818098088484268,15.968264570663711,15.928362179019835,14.419803512200485
Q91Z67 1xPhospho [T1070(90)],14.887112022174081,14.983367262943423,-0.09625524076934155,0.29126378278886317,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.911132451365106,14.954542747914195,-0.04341029654908901,0.6429285794797635,0.6627997519262965,0 / 6,0 / 5,0 / 6,0 / 5,15.071560055859466,14.99986050165973,15.158258946366796,14.65370993783245,15.053933018208632,14.967162213294335,14.891642717673076,14.839753566576334,14.961132148586104,14.790625857822176,14.851869483882504
